ns1:EventDate,ns1:AttendanceEventType,ns1:AttendanceEventCategory,ns1:AttendanceEventReason,ns1:EducationalEnvironment,ns1:StudentUniqueStateId,ns1:StateOrganizationId,ns1:LocalCourseCode,ns1:SchoolYear,ns1:Term,ns1:ClassPeriodName,ns1:Location
9/18/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8766630537,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/20/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,852334169,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/25/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,852334169,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/9/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,8243750355,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/18/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3892361246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/17/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3892361246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/16/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3892361246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/13/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3892361246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/5/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3892361246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3892361246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3892361246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/24/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3892361246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/17/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4261104922,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/24/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,492204714,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/16/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4181257246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/4/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4181257246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/19/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4181257246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/8/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4181257246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/16/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4181257246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/17/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5243946938,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/16/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5243946938,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/13/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5243946938,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1329122124,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/10/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6714317072,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/10/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,5000484846,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/9/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5000484846,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/8/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5000484846,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/4/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5000484846,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/19/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2556307234,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/4/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2728362006,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/13/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2728362006,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/6/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2728362006,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/23/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2728362006,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/21/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2728362006,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/14/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2728362006,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/8/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2728362006,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,5328908814,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/22/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2986210158,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/8/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3977695786,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/4/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3977695786,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/28/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3977695786,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/27/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,3977695786,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,5089271783,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/20/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1184412823,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/10/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1184412823,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9745228384,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/4/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9745228384,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/20/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9745228384,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9745228384,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/12/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9745228384,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/28/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9745228384,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/17/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9745228384,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/20/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,6650852893,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/15/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,6650852893,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4233195902,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4233195902,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4233195902,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8461932857,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/13/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,8461932857,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8461932857,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/14/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8461932857,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/8/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8461932857,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/14/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,5884419518,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/17/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5884419518,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/16/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5884419518,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/13/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5884419518,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/20/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,5884419518,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/13/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,5884419518,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/29/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,5884419518,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/17/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,5884419518,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/4/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,7255460868,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/5/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,7255460868,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/4/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,7255460868,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/30/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,8724268484,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/13/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,3454701678,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/2/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3454701678,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/30/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3454701678,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1320401378,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
8/28/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,9408385811,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/17/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7011096768,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/21/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7011096768,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7011096768,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/14/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3875406409,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/10/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3875406409,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3875406409,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6957623451,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6957623451,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/17/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,6957623451,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/4/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,6957623451,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/3/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,6957623451,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9461588154,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9683517867,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/4/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3624842253,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/9/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3624842253,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/6/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3624842253,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/28/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3624842253,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/8/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,839445163,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/16/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,839445163,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/13/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,839445163,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,839445163,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/6/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4709298445,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/15/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,5532452915,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/8/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,5532452915,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2321698044,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/11/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,6112613356,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/10/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,6112613356,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/9/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,6112613356,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/6/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6112613356,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/7/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,6112613356,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/8/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6112613356,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/13/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5900127009,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/12/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5900127009,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/11/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,5900127009,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/21/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,5900127009,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/18/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,818383435,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/16/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,818383435,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/15/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,818383435,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/8/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,7915474437,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/28/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2319098034,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/27/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2319098034,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/29/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2319098034,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4585707039,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4585707039,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/22/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4585707039,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/21/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4585707039,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/8/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4585707039,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/7/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4585707039,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/6/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4585707039,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/20/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7224842906,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7224842906,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/29/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7224842906,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/28/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7224842906,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/25/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7224842906,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/24/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7224842906,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/26/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9314423813,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/13/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9314423813,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/17/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8746146827,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/25/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8746146827,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/4/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,6045871235,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/3/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6045871235,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6045871235,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6045871235,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/28/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6045871235,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/25/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6045871235,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/1/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,5151902073,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
